tipo,titulo,diretor,pais,categoria,continente
Movie,INDIA,Sanjeev Gupta,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,United States,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",North America
Movie,Indiana Jones and the Last Crusade,Steven Spielberg,United States,"Action & Adventure, Children & Family Movies, Classic Movies",North America
Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,United States,"Action & Adventure, Children & Family Movies, Classic Movies",North America
Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,United States,"Action & Adventure, Children & Family Movies, Classic Movies",North America
Movie,Indiscretion,John Stewart Muller,United States,"Dramas, Thrillers",North America
Movie,Inequality for All,Jacob Kornbluth,United States,Documentaries,North America
Movie,Inglourious Basterds,Quentin Tarantino,"Germany, United States",Action & Adventure,Europe
Movie,Inkheart,Iain Softley,"Germany, United Kingdom, United States","Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",Europe
Movie,Insan,K. Subhash,India,"Action & Adventure, Dramas, International Movies",Asia
Movie,Instructions Not Included,Eugenio Derbez,Mexico,"Comedies, Dramas, International Movies",North America
Movie,Internet Famous,Michael Gallagher,United States,Comedies,North America
Movie,Into the Forest,Patricia Rozema,Canada,"Dramas, International Movies, Sci-Fi & Fantasy",North America
Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,"Action & Adventure, Anime Features, International Movies",Asia
Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,"Action & Adventure, Anime Features, International Movies",Asia
Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,"Action & Adventure, Anime Features, International Movies",Asia
Movie,Invictus,Clint Eastwood,United States,"Dramas, Sports Movies",North America
Movie,Inxeba,John Trengove,"South Africa, Germany, Netherlands, France","Dramas, Independent Movies, International Movies",Africa
Movie,Iqbal,Nagesh Kukunoor,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Irada Pakka,Kedar Shinde,India,"Comedies, Dramas, International Movies",Asia
Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,"Documentaries, Sports Movies",North America
Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,"Children & Family Movies, Sci-Fi & Fantasy",North America
Movie,Ishqedarriyaan,V. K. Prakash,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Issaq,Manish Tiwary,India,"Dramas, International Movies, Music & Musicals",Asia
Movie,It Takes Two,Andy Tennant,United States,"Children & Family Movies, Comedies",North America
Movie,It's Now or Never,Maria Ripoll,Spain,"Comedies, International Movies, Romantic Movies",Europe
Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,"Comedies, International Movies, Music & Musicals",Africa
Movie,Iverson,Zatella Beatty,United States,"Documentaries, Sports Movies",North America
Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","France, Belgium","Children & Family Movies, Music & Musicals",Europe
TV Show,Jack Taylor,Stuart Orme,"United States, Ireland","Crime TV Shows, International TV Shows, TV Dramas",North America
Movie,Jackie Brown,Quentin Tarantino,United States,"Dramas, Thrillers",North America
Movie,Jackpot,Dustin Nguyen,Vietnam,"Comedies, Dramas, International Movies",Asia
Movie,Jail,Madhur Bhandarkar,India,"Dramas, International Movies",Asia
Movie,Jal,Girish Malik,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Janaan,Azfar Jafri,Pakistan,"Comedies, Dramas, International Movies",Asia
Movie,Jay and Silent Bob Strike Back,Kevin Smith,United States,"Comedies, Cult Movies",North America
Movie,Jealousy and medicine,Janusz Majewski,Poland,"Dramas, International Movies, Romantic Movies",Europe
Movie,Jeremy Scott: The People's Designer,Vlad Yudin,United States,Documentaries,North America
Movie,Jersey Boys,Clint Eastwood,United States,"Dramas, Music & Musicals",North America
Movie,Jesus: Countdown to Calvary,Gerry Hoban,"Ireland, United States, France","Documentaries, Faith & Spirituality",Europe
Movie,Jewel's Catch One,C. Fitz,United States,"Documentaries, LGBTQ Movies",North America
Movie,Jimi Hendrix,Joe Boyd,United States,"Documentaries, Music & Musicals",North America
Movie,Jiro Dreams of Sushi,David Gelb,United States,Documentaries,North America
Movie,John Carter,Andrew Stanton,United States,"Action & Adventure, Sci-Fi & Fantasy",North America
Movie,John Day,Ahishor Solomon,India,"International Movies, Thrillers",Asia
Movie,Jonathan,Bill Oliver,United States,"Dramas, Independent Movies, Sci-Fi & Fantasy",North America
TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Europe
Movie,Jora 10 Numbaria,Amardeep Singh Gill,India,"Action & Adventure, International Movies",Asia
Movie,Judwaa,David Dhawan,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,Judy Moody and the Not Bummer Summer,John Schultz,United States,"Children & Family Movies, Comedies",North America
Movie,Julie & Julia,Nora Ephron,United States,"Comedies, Dramas",North America
Movie,Jumping the Broom,Salim Akil,United States,"Comedies, Romantic Movies",North America
Movie,Junebug,Phil Morrison,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","United States, Australia","Action & Adventure, Sci-Fi & Fantasy",North America
Movie,Just Friends,Roger Kumble,"Germany, United States, Canada","Comedies, Romantic Movies",Europe
Movie,"Justice, My Foot!",Johnnie To,Hong Kong,"Action & Adventure, Comedies, International Movies",Asia
Movie,Justin Bieber: Never Say Never,Jon M. Chu,United States,"Documentaries, Music & Musicals",North America
Movie,K-19: The Widowmaker,Kathryn Bigelow,"United Kingdom, Germany, Canada, United States","Action & Adventure, Dramas",Europe
Movie,Kaabil,Sanjay Gupta,India,"Dramas, International Movies",Asia
Movie,Kaakan,Kranti Redkar,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Kaalia,Tinnu Anand,India,"Action & Adventure, Dramas, International Movies",Asia
Movie,Kaaliyan,Jijo Pancode,India,"Dramas, International Movies",Asia
Movie,Kabali (Hindi Version),Pa. Ranjith,India,"Action & Adventure, Dramas, International Movies",Asia
Movie,Kacche Dhaagey,Buta Singh,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","United States, France, Canada, Lebanon, Qatar","Children & Family Movies, Dramas",North America
Movie,Kajraare,Pooja Bhatt,India,"Dramas, International Movies, Music & Musicals",Asia
Movie,Kaleidoscope,Rupert Jones,United Kingdom,Thrillers,Europe
Movie,Kalki,Dhilip Kumar,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Karzzzz,Satish Kaushik,India,"International Movies, Music & Musicals, Romantic Movies",Asia
Movie,Kate & Leopold,James Mangold,United States,"Comedies, Romantic Movies",North America
Movie,Katha,Sai Paranjape,India,"Comedies, Dramas, Independent Movies",Asia
Movie,Katt Williams: Live,Alphonso J. Wesson,United States,Stand-Up Comedy,North America
Movie,Kaviyude Osyath,Vineeth Anil,India,"Dramas, International Movies",Asia
Movie,Kay Dyache Bola,Chandrakant Kulkarni,India,"Comedies, Dramas, International Movies",Asia
TV Show,Ken Burns: The Civil War,Ken Burns,United States,Docuseries,North America
Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",United States,Stand-Up Comedy,North America
Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",United States,Stand-Up Comedy,North America
Movie,Kevin Hart: Seriously Funny,Shannon Hartman,United States,Stand-Up Comedy,North America
Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,United States,"Documentaries, LGBTQ Movies",North America
Movie,Khalnayak,Subhash Ghai,India,"Action & Adventure, Dramas, International Movies",Asia
Movie,Khosla Ka Ghosla,Dibakar Banerjee,India,"Comedies, Dramas, International Movies",Asia
Movie,Khubsoorat,Hrishikesh Mukherjee,India,"Classic Movies, Comedies, Dramas",Asia
Movie,Khushi,"Surya S.J., Sunil Kumar Agrawal",India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Kia and Cosmos,Sudipto Roy,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Kickboxer: Retaliation,Dimitri Logothetis,United States,Action & Adventure,North America
Movie,Kickboxer: Vengeance,John Stockwell,United States,Action & Adventure,North America
Movie,Kicking and Screaming,Noah Baumbach,United States,"Comedies, Independent Movies, Romantic Movies",North America
Movie,Kid Kulafu,Paul Soriano,Philippines,"Dramas, International Movies, Sports Movies",Asia
Movie,Kidnapping Mr. Heineken,Daniel Alfredson,"Netherlands, Belgium, United Kingdom, United States","Action & Adventure, Dramas, International Movies",Europe
Movie,Kill Bill: Vol. 1,Quentin Tarantino,"United States, Japan",Action & Adventure,North America
Movie,Kill Bill: Vol. 2,Quentin Tarantino,United States,Action & Adventure,North America
Movie,Kill Command,Steven Gomez,United Kingdom,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Europe
Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,France,"Documentaries, International Movies",Europe
Movie,Kill Ratio,Paul Tanter,United States,Action & Adventure,North America
Movie,Kill the Irishman,Jonathan Hensleigh,United States,"Action & Adventure, Dramas, Independent Movies",North America
Movie,Killer Klowns from Outer Space,Stephen Chiodo,United States,"Comedies, Cult Movies, Horror Movies",North America
Movie,Killers,Robert Luketic,United States,"Action & Adventure, Comedies, Romantic Movies",North America
Movie,Kills on Wheels,Attila Till,Hungary,"Action & Adventure, Dramas, International Movies",Europe
Movie,Kilo Two Bravo,Paul Katis,United Kingdom,"Dramas, Independent Movies, Thrillers",Europe
Movie,King Jack,Felix Thompson,United States,"Dramas, Independent Movies",North America
Movie,King's Ransom,Jeffrey W. Byrd,"United States, Canada","Action & Adventure, Comedies",North America
Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",United States,"Comedies, Cult Movies, Sports Movies",North America
Movie,Kings,Deniz Gamze Ergüven,"France, Belgium, China, United States",Dramas,Europe
Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,"Comedies, International Movies",Asia
Movie,Kiss the Girls,Gary Fleder,United States,Thrillers,North America
Movie,KL Zombi,Woo Ming Jin,Malaysia,"Comedies, Horror Movies, International Movies",Asia
Movie,Knock Knock,Eli Roth,"United States, Chile, Israel","Horror Movies, Thrillers",North America
Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",United States,"Classic Movies, Documentaries",North America
Movie,Knowing,Alex Proyas,"United States, United Kingdom, Australia","Sci-Fi & Fantasy, Thrillers",North America
Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,United Kingdom,Documentaries,Europe
Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg","United Kingdom, Norway, Denmark, Germany, Sweden","Action & Adventure, Dramas, International Movies",Europe
Movie,Koshish,Gulzar,India,"International Movies, Romantic Movies",Asia
Movie,Kraftidioten,Hans Petter Moland,"Norway, Denmark, Sweden","Comedies, International Movies, Thrillers",Europe
Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,India,Children & Family Movies,Asia
Movie,Krisha,Trey Edward Shults,United States,"Dramas, Independent Movies",North America
Movie,Kristy,Oliver Blackburn,United States,Horror Movies,North America
Movie,Krystal,William H. Macy,United States,"Comedies, Dramas",North America
Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Kung Fu Hustle,Stephen Chow,"Hong Kong, China, United States","Action & Adventure, Comedies, Cult Movies",Asia
Movie,Kung Fu Magoo,Andrés Couturier,"Mexico, United States","Children & Family Movies, Comedies",North America
Movie,Kung Fu Panda: Holiday,Tim Johnson,United States,"Children & Family Movies, Comedies",North America
Movie,Kung Fu Yoga,Stanley Tong,"China, India, Nepal","Action & Adventure, Comedies, International Movies",Asia
Movie,Kurt & Courtney,Nick Broomfield,United Kingdom,"Documentaries, Music & Musicals",Europe
Movie,Kurtulus Son Durak,Yusuf Pirhasan,Turkey,"Comedies, Dramas, International Movies",Asia
Movie,Kya Kehna,Kundan Shah,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,United States,Music & Musicals,North America
Movie,Kyun! Ho Gaya Na,Samir Karnik,India,"International Movies, Romantic Movies",Asia
Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",Argentina,"Comedies, International Movies",South America
Movie,La Bamba,Luis Valdez,United States,"Classic Movies, Dramas, Music & Musicals",North America
Movie,La Coppia dei Campioni,Giulio Base,Italy,"Comedies, International Movies",Europe
TV Show,La Viuda Negra,Alejandro Lozano,"Colombia, Mexico, United States","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",South America
Movie,Laal Rang,Syed Ahmad Afzal,India,"Dramas, International Movies, Thrillers",Asia
Movie,Laddaland,Sopon Sukdapisit,Thailand,"Horror Movies, International Movies",Asia
Movie,Lady Bloodfight,Chris Nahon,Hong Kong,Action & Adventure,Asia
Movie,Lady in the Water,M. Night Shyamalan,United States,"Sci-Fi & Fantasy, Thrillers",North America
Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,India,"Dramas, International Movies",Asia
Movie,Larceny,R. Ellis Frazier,"United States, Mexico",Action & Adventure,North America
Movie,Last Ferry,Jaki Bradley,United States,"Dramas, Independent Movies, LGBTQ Movies",North America
Movie,Last Knights,Kazuaki Kiriya,"United Kingdom, South Korea",Action & Adventure,Europe
Movie,Last Night,Massy Tadjedin,"United States, France","Dramas, Independent Movies, Romantic Movies",North America
Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",France,"Documentaries, International Movies, Sports Movies",Europe
Movie,Leap Year,Anand Tucker,"United States, Ireland","Comedies, Romantic Movies",North America
Movie,LeapFrog: Letter Factory,Roy Allen Smith,United States,Children & Family Movies,North America
Movie,LeapFrog: Numberland,Ron Myrick,United States,Movies,North America
Movie,LeapFrog: Phonics Farm,Ron Myrick,United States,Movies,North America
Movie,Lechmi,B.N. Shajeer Sha,India,"Comedies, Horror Movies, International Movies",Asia
Movie,Left Behind,Vic Armstrong,"United States, Canada","Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",North America
Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"United States, Australia",Children & Family Movies,North America
Movie,Legend of the Naga Pearls,Yang Lei,China,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Asia
Movie,Legendary Weapons of China,Chia-Liang Liu,Hong Kong,"Action & Adventure, Cult Movies, International Movies",Asia
Movie,Legion,Scott Stewart,United States,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",North America
TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",Denmark,Kids' TV,Europe
Movie,Leo the Lion,Mario Cambi,"United States, Italy","Children & Family Movies, Comedies",North America
Movie,Let There Be Light,John Huston,United States,"Classic Movies, Documentaries",North America
TV Show,Leyla and Mecnun,Onur Ünlü,Turkey,"International TV Shows, Romantic TV Shows, TV Comedies",Asia
Movie,Lez Bomb,Jenna Laurenzo,United States,"Comedies, LGBTQ Movies",North America
Movie,Life After Beth,Jeff Baena,United States,"Comedies, Horror Movies, Independent Movies",North America
Movie,Lifechanger,Justin McConnell,Canada,"Horror Movies, Independent Movies, Thrillers",North America
Movie,Lifeline,Johnnie To,Hong Kong,"Action & Adventure, International Movies",Asia
Movie,Like Arrows,Kevin Peeples,United States,"Dramas, Faith & Spirituality",North America
Movie,Like Water for Chocolate,Alfonso Arau,Mexico,"Classic Movies, Dramas, International Movies",North America
Movie,Lila & Eve,Charles Stone III,United States,"Dramas, Thrillers",North America
Movie,Lincoln,Steven Spielberg,"United States, India",Dramas,North America
Movie,Lion's Heart,Karim El Sobky,Egypt,"Action & Adventure, International Movies",Africa
Movie,Little Dragon Maiden,Hua Shan,Hong Kong,"Action & Adventure, International Movies, Romantic Movies",Asia
Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,Australia,"Children & Family Movies, Comedies",Oceania
Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,Australia,"Children & Family Movies, Comedies",Oceania
Movie,Little Men,Ira Sachs,"United States, Greece, Brazil","Dramas, Independent Movies",North America
Movie,Little Nicky,Steve Brill,United States,Comedies,North America
Movie,Little Sister,Zach Clark,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Lizzie Borden Took an Ax,Nick Gomez,United States,Thrillers,North America
Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,United States,Documentaries,North America
Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,United Kingdom,"Action & Adventure, Comedies, Independent Movies",Europe
Movie,Locke,Steven Knight,"United Kingdom, United States","Dramas, Independent Movies",Europe
Movie,Lockout,"James Mather, Steve Saint Leger","France, United States","Action & Adventure, International Movies, Sci-Fi & Fantasy",Europe
Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",Mexico,"Dramas, Independent Movies, International Movies",North America
Movie,Logan's Run,Michael Anderson,United States,"Action & Adventure, Classic Movies, Cult Movies",North America
Movie,Lolita,Stanley Kubrick,"United Kingdom, United States","Classic Movies, Dramas, Romantic Movies",Europe
TV Show,London Spy,Jakob Verbruggen,United Kingdom,"British TV Shows, Crime TV Shows, International TV Shows",Europe
Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",Canada,"Documentaries, International Movies, Music & Musicals",North America
Movie,"Look Out, Officer",Sze Yu Lau,Hong Kong,"Action & Adventure, Comedies, International Movies",Asia
Movie,Look Who's Back,David Wnendt,Germany,"Comedies, International Movies",Europe
Movie,Lorai: Play to Live,Parambrata Chatterjee,India,"Dramas, International Movies, Sports Movies",Asia
Movie,Love Dot Com: The Social Experiment,Charneice Fox,United States,"Comedies, Romantic Movies",North America
Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,"Comedies, Dramas, International Movies",Asia
Movie,Love Ni Bhavai,Saandeep Patel,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,Love on Delivery,Stephen Chow,Hong Kong,"Action & Adventure, Comedies, International Movies",Asia
Movie,Love Shot,Steven Fine,United States,"Dramas, Thrillers",North America
Movie,Love Station,Ahmad Samir Farag,Egypt,"Comedies, International Movies, Romantic Movies",Africa
Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,"Comedies, International Movies, Romantic Movies",Asia
Movie,"Love, Rosie",Christian Ditter,"Germany, United Kingdom","Comedies, International Movies, Romantic Movies",Europe
Movie,Loving Annabelle,Katherine Brooks,United States,"Dramas, Independent Movies, LGBTQ Movies",North America
Movie,Loving You,Johnnie To,Hong Kong,"Dramas, International Movies",Asia
Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,"Documentaries, International Movies, Sports Movies",South America
Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Lupt,Prabhuraj,India,"Horror Movies, International Movies, Thrillers",Asia
Movie,Lusers,Ticoy Rodriguez,"Argentina, Chile, Peru","Comedies, International Movies, Sports Movies",South America
Movie,Ma Chu Ka,Jayan Vannery,India,"International Movies, Thrillers",Asia
Movie,Maacher Jhol,Pratim D. Gupta,"India, France","Dramas, International Movies",Asia
Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,Comedies,North America
Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,"Horror Movies, International Movies",Asia
Movie,Mad Max,George Miller,"Australia, United States","Action & Adventure, Classic Movies, Cult Movies",Oceania
Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,Comedies,North America
Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,"Cult Movies, Horror Movies",North America
Movie,Mad World,Chun Wong,Hong Kong,"Dramas, International Movies",Asia
Movie,Madaari,Nishikant Kamat,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,Documentaries,North America
Movie,Madre,Aaron Burns,Chile,"International Movies, Thrillers",South America
TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,"Kids' TV, TV Comedies",Europe
Movie,Magic Snowflake,Luc Vinciguerra,"France, Belgium",Children & Family Movies,Europe
Movie,Magnetic,Thierry Donard,France,"Action & Adventure, Documentaries, International Movies",Europe
Movie,Magnus,Benjamin Ree,Norway,"Children & Family Movies, Documentaries, International Movies",Europe
Movie,Mahabharat,Amaan Khan,India,"Action & Adventure, Dramas, International Movies",Asia
Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,"Comedies, International Movies",Asia
Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,"Dramas, International Movies, Music & Musicals",Asia
Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,"Dramas, International Movies",Asia
Movie,Malicious,Michael Winnick,United States,Horror Movies,North America
Movie,Man of Tai Chi,Keanu Reeves,"United States, China, Hong Kong","Action & Adventure, Dramas",North America
Movie,Man Up,Ben Palmer,"United Kingdom, France","Comedies, International Movies, Romantic Movies",Europe
Movie,Mandi,Shyam Benegal,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Mandobasar Galpo,Tathagata Banerjee,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Manglehorn,David Gordon Green,United States,"Dramas, Independent Movies",North America
Movie,Mango Dreams,John Upchurch,United States,"Dramas, Independent Movies",North America
Movie,Manhattan Romance,Tom O'Brien,United States,"Comedies, Independent Movies, Romantic Movies",North America
Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,"Documentaries, International Movies",Europe
Movie,Mansfield Park,Patricia Rozema,United Kingdom,"Comedies, Dramas, International Movies",Europe
Movie,Mantostaan,Rahat Kazmi,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Mantra,Nicholas Kharkongor,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Mara,Clive Tonge,United Kingdom,"Horror Movies, Thrillers",Europe
Movie,Marauders,Steven C. Miller,"Canada, United States",Action & Adventure,North America
Movie,Maroon,Pulkit,India,"Dramas, Independent Movies, International Movies",Asia
TV Show,Mars,Everardo Gout,United States,"Docuseries, Science & Nature TV, TV Dramas",North America
Movie,Martial Arts of Shaolin,Chia-Liang Liu,"Hong Kong, China","Action & Adventure, International Movies",Asia
Movie,Martin Lawrence Live: Runteldat,David Raynr,United States,Stand-Up Comedy,North America
Movie,Martin Luther: The Idea that Changed the World,David Batty,United States,"Documentaries, Faith & Spirituality",North America
Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski",United States,"Action & Adventure, Sci-Fi & Fantasy",North America
Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Japan,"Anime Features, Children & Family Movies",Asia
Movie,Mary Poppins Returns,Rob Marshall,"United States, United Kingdom","Children & Family Movies, Music & Musicals",North America
Movie,Masoom,Shekhar Kapur,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Master,Ui-seok Jo,South Korea,"Action & Adventure, International Movies",Asia
Movie,Mater,Pablo D'Alo Abba,Argentina,"Dramas, Independent Movies, International Movies",South America
Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale",India,"Comedies, Dramas, International Movies",Asia
Movie,Max Rose,Daniel Noah,United States,"Dramas, Independent Movies",North America
Movie,May We Chat,Philip Yung,Hong Kong,"Dramas, International Movies",Asia
Movie,May You Prosper,"Hassan Hegazy, Shady Ali",Egypt,"Comedies, International Movies, Music & Musicals",Africa
Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",United States,Documentaries,North America
Movie,Maza Pati Karodpati,Sachin,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,Me and the Alien,Jesús Magaña Vázquez,Mexico,"Comedies, Dramas, International Movies",North America
Movie,Mean Dreams,Nathan Morlando,Canada,"Dramas, Independent Movies, Thrillers",North America
Movie,Mean Streets,Martin Scorsese,United States,"Classic Movies, Dramas, Independent Movies",North America
Movie,Meditation Park,Mina Shum,Canada,Dramas,North America
Movie,Medium,Jacek Koprowicz,"Poland, West Germany","Horror Movies, International Movies, Thrillers",Europe
Movie,Melle,Binu Ulahhannan,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Memoir of a Murderer,Shin-yeon Won,South Korea,"Dramas, International Movies, Thrillers",Asia
Movie,Men in Black,Barry Sonnenfeld,United States,"Action & Adventure, Comedies, Sci-Fi & Fantasy",North America
Movie,Men in Black II,Barry Sonnenfeld,United States,"Action & Adventure, Comedies, Sci-Fi & Fantasy",North America
Movie,Menorca,John Barnard,"Canada, Spain","Dramas, Independent Movies",North America
Movie,Merantau,Gareth Evans,Indonesia,"Action & Adventure, Dramas, International Movies",Asia
Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,"Comedies, International Movies",Africa
Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,India,"Comedies, International Movies, Sci-Fi & Fantasy",Asia
Movie,MI-5,Bharat Nalluri,United Kingdom,"Action & Adventure, Dramas, International Movies",Europe
Movie,Middle School: The Worst Years of My Life,Steve Carr,"United States, Cambodia","Children & Family Movies, Comedies",North America
Movie,Midnight Special,Jeff Nichols,"United States, Greece","Action & Adventure, Sci-Fi & Fantasy",North America
Movie,Milk,Gus Van Sant,United States,"Dramas, Independent Movies, LGBTQ Movies",North America
Movie,Minnaminugu the FireFly,Anil Thomas,India,"Dramas, International Movies",Asia
Movie,Miracle,Gavin O'Connor,"Canada, United States","Children & Family Movies, Dramas, Sports Movies",North America
Movie,Mirror Mirror,Tarsem Singh,"United States, Canada","Children & Family Movies, Comedies",North America
Movie,Mirzya,Rakeysh Omprakash Mehra,India,"Dramas, International Movies, Music & Musicals",Asia
Movie,Miss Hokusai,Keiichi Hara,Japan,Anime Features,Asia
Movie,Miss Julie,Liv Ullmann,"Norway, United Kingdom, France, Ireland","Dramas, International Movies",Europe
Movie,Miss Me This Christmas,Kenny Young,United States,Romantic Movies,North America
Movie,Miss Sharon Jones!,Barbara Kopple,United States,"Documentaries, Music & Musicals",North America
Movie,Miss Stevens,Julia Hart,United States,"Dramas, Independent Movies",North America
Movie,Mission of Honor,David Blair,"United Kingdom, Poland","Action & Adventure, Dramas",Europe
Movie,Mission: Destroy Love,Osman Ali,Malaysia,"Comedies, International Movies, Romantic Movies",Asia
Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,"Dramas, Independent Movies",North America
Movie,Moh Maya Money,Munish Bhardwaj,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Mohawk,Ted Geoghegan,United States,"Action & Adventure, Horror Movies, Independent Movies",North America
Movie,Mojave,William Monahan,United States,"Dramas, Independent Movies, Thrillers",North America
Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,"Dramas, International Movies",Africa
Movie,Molly's Game,Aaron Sorkin,"China, Canada, United States",Dramas,Asia
Movie,Mona Lisa Smile,Mike Newell,United States,Dramas,North America
Movie,Money,Martin Rosete,"United States, Spain",Thrillers,North America
Movie,Money Talks,Brett Ratner,United States,"Action & Adventure, Comedies",North America
Movie,Monkey Up,Robert Vince,Canada,"Children & Family Movies, Comedies",North America
Movie,Monopoly (The Bank Of Luck),Ahmed El Gendy,Egypt,"Comedies, International Movies",Africa
